t,o,h,l,c,v
1724768820,340960.10000003,341510.31186244,340764.33000000,340925.00000000,0.43072435
1724768880,341618.99999999,341689.35991450,340593.34000000,341569.66999999,0.47821714
1724768940,341569.66999998,341569.66999998,340585.00000000,341320.99999998,0.31280822
1724769000,340585.00000000,341489.67000000,340437.33000000,341316.66999997,0.35805126
1724769060,341307.91127285,341703.00000000,340806.33000000,341694.19654475,0.50690322
1724769120,340638.32005000,341831.01000001,340638.32005000,341778.48470710,0.35710230
1724769180,341735.79514076,341925.00000000,341075.33000002,341380.87000002,0.01745333
1724769240,341075.36000001,341469.99999999,341001.00000000,341001.00000000,0.02760574
1724769300,341001.00000000,341326.00000000,340215.06000000,341208.87959139,0.74896599
1724769360,341203.63997259,341379.66999999,340218.38000003,341148.99999999,0.17009141
1724769420,340825.00000000,341160.99999998,340278.65004000,340793.00000000,0.14580895
1724769480,340895.00000000,341028.93031184,340685.00000000,341028.93031181,0.05880558
1724769540,340520.68000000,341924.06878535,340520.67000000,341924.06878535,0.51800345
1724769600,341802.32000000,341802.32000000,340918.67000001,341693.99999999,0.03894796
1724769660,341587.00000000,341587.00000000,340937.66001013,341501.99999998,0.12611403
1724769720,340938.00000000,341502.00000000,340938.00000000,340938.00000001,0.04627992
1724769780,341498.10421730,341498.10421730,340938.00000001,341096.33001000,0.03982231
1724769840,341944.66999998,341944.66999998,341103.33000000,341103.33000000,0.13135913
1724769900,341910.66999998,341910.66999998,340938.00000000,341548.66999998,0.15341516
1724769960,341548.66999997,341646.00000000,340953.00000001,341646.00000000,0.20301246
1724770020,341752.67000000,341752.67000000,340938.00000001,341662.67000000,0.00385409
1724770080,341580.67000000,341580.67000000,340950.00000001,340950.00000001,0.00050132
1724770140,341418.67000000,341511.80680021,341268.28489417,341499.16000000,0.01472600
1724770200,341499.16000000,341500.82999000,340950.00000000,340950.00000000,0.00807854
1724770260,341241.56061974,341459.32518390,340643.33000000,340643.33000000,0.05069585
1724770320,341350.00000000,341350.00000000,341127.12621750,341127.12621750,0.00300871
1724770380,341130.43128616,341130.43128616,341130.43128616,341130.43128616,0.00001337
1724770440,341029.61177781,341029.61177781,340604.00000000,340604.00000000,0.18128696
1724770500,340931.54877928,341198.00000000,340604.00000000,341029.17109986,0.00580578
1724770560,341026.80245595,341194.92108933,340604.00000000,341006.87680258,0.24479567
1724770620,340604.01000000,340901.33494323,340215.05000001,340215.05000001,0.17312256
1724770680,340678.39146116,340688.08637580,340048.00000003,340675.43350001,0.27565921
1724770740,340035.55000000,340700.00000000,340032.22000002,340700.00000000,0.01523378
1724770800,340677.06942997,340699.99999999,340028.89000000,340028.89000001,0.00673639
1724770860,340647.95772778,340764.00000000,340028.89000002,340482.05570225,0.29582401
1724770920,340032.22000001,340435.37356635,340019.99000000,340360.69317175,0.29509493
1724770980,340452.75327370,340529.96857286,340000.00000000,340000.00000000,0.35442540
1724771040,340000.00000000,340227.31564054,339613.33000000,339613.33000001,0.20525060
1724771100,339610.00000001,340671.95334025,339150.00000000,340510.59585505,1.11740872
1724771160,340575.64043286,340899.65000000,340216.00000000,340589.39000000,0.14908162
1724771220,340589.39000000,341057.00000000,340093.34000000,340093.34000000,0.23701325
1724771280,340825.99999999,340826.00000000,340093.34000003,340716.99999998,0.24414063
1724771340,340798.99999999,341038.00000000,340216.99002000,340900.00000000,0.27126223
1724771400,340899.99999999,341335.64674902,340210.35000001,340220.35000000,0.03942264
1724771460,341243.99711861,341243.99711861,340220.36000000,340981.83014156,0.16081601
1724771520,340360.00000001,341334.75148950,340360.00000000,341197.66999998,0.38307692
1724771580,341366.67000000,341366.87171260,340617.34000000,341248.21184463,0.52834404
1724771640,340617.34000000,341243.39107957,340430.06000000,340430.06000000,0.08846167
1724771700,341013.73743096,341046.60804771,340440.00000000,340974.58212031,0.23999539
1724771760,340974.58212031,340974.58212032,340430.11000002,340430.11000002,0.18623031
1724771820,340862.77580882,340862.77580882,340207.00000000,340207.00000000,0.06190890
1724771880,340517.21350528,340634.02070130,339842.66002000,340328.45637472,0.48524753
1724771940,339842.68010000,340462.15630544,339693.00000000,340207.00000000,0.37362056
1724772000,340566.95502761,340566.95502761,339948.36000000,340354.91628019,0.25410024
1724772060,340350.67554387,340400.67000000,339948.37010001,340205.08272831,0.31763428
1724772120,340206.71639704,340355.39130900,339785.00006001,340073.90014234,0.18617569
1724772180,340066.29261122,340221.60208364,339631.02005000,339631.02005000,0.11631829
1724772240,339969.93783353,340171.86038990,339631.03019999,339990.91751556,0.24012171
1724772300,339966.29544691,340155.33999999,339631.06000000,339671.76000000,0.35942822
1724772360,339861.40514777,340205.67000000,339671.77000000,340114.64808118,0.45875394
1724772420,340114.64808117,340190.19696237,340076.28682120,340076.28682120,0.11804233
1724772480,339902.39000001,340446.67000000,339902.39000000,340446.67000000,0.15118725
1724772540,340245.42693893,340368.67000000,340130.63550027,340161.36150119,0.20325154
1724772600,340190.25202715,340190.25202716,339778.33213000,340072.98295015,0.17828245
1724772660,340038.49348739,340661.13999998,339492.34029997,339914.87305131,0.29912749
1724772720,339956.69475341,340661.13999997,339737.03432711,339737.03432711,0.12160239
1724772780,339737.03432712,339868.75629622,339585.71703221,339585.71703221,0.28956806
1724772840,339512.32060000,339512.32060000,339100.00000000,339100.00000001,0.13194532
1724772900,339101.95052632,339449.67000000,339100.00000001,339449.67000000,0.17813112
1724772960,339100.00000001,339361.67000000,339100.00000000,339100.00000001,0.09281384
1724773020,339373.79824854,339761.66999999,339157.66005000,339157.66005000,0.11036675
1724773080,339872.48368192,339872.48368192,339872.48368192,339872.48368192,0.00751644
1724773140,339991.61130234,340214.29364909,339991.61130234,340020.00000000,0.00675975
1724773200,340001.67000000,340241.00000000,339805.74757772,339805.74757772,0.29427172
1724773260,339696.67988223,340270.67000000,339692.95326218,339930.05624433,0.05962135
1724773320,339994.68151112,340251.67000000,339863.11000002,339868.12000000,0.00101543
1724773380,339968.74712732,340255.00000000,339968.74712732,340252.32243694,0.00607512
1724773440,340199.74022462,340499.48000000,340199.74022462,340216.30594163,0.00161483
1724773500,340303.10011306,340303.10011306,340303.10011306,340303.10011306,0.00030000
1724773560,340320.00000000,340499.48000000,340002.66000000,340443.62902780,0.11872398
1724773620,340325.00000000,340325.00000000,340214.74103379,340214.74103379,0.01187477
1724773680,339999.34001001,340072.41561229,339999.34001001,340014.87781769,0.12912970
1724773740,340014.87781768,340107.04000002,340014.87781768,340063.89075848,0.11908913
1724773800,340004.17841790,340004.17841790,340000.00000000,340000.00000000,0.00411456
1724773860,340000.00000000,340000.00000000,339532.00000001,339863.06123406,0.04063455
1724773920,340099.40000000,340255.14999999,339803.08517419,340017.80000000,0.10362491
1724773980,340255.15000000,340357.36468720,340220.94233074,340220.94233074,0.01143795
1724774040,340208.40589121,340499.47999999,340208.40589121,340313.10495366,0.02874021
1724774100,340311.48000000,340311.48000000,340058.85000000,340303.90477361,0.00298083
1724774160,340499.47999999,340499.47999999,339971.21001000,340390.45600375,0.08070706
1724774220,340362.00000000,340428.67978975,340129.56000000,340129.56000000,0.04695700
1724774280,340411.76965446,340411.76965446,340277.75979521,340277.75979521,0.00027289
1724774340,340348.25462866,340368.12675688,339833.74000000,339833.74000000,0.00426026
1724774400,340034.66000000,340329.82538969,339746.63550807,339746.63550807,0.00976019
1724774460,339747.41131327,340124.99999999,339604.36000000,339887.54163941,0.08359451
1724774520,339914.51810179,339996.79999999,339636.15000000,339963.44629071,0.05900891
1724774580,339959.53483023,340272.84339578,339538.71000000,340261.38558995,0.06084003
1724774640,340260.56703234,340360.72000000,339812.92000000,339812.92000000,0.02493555
1724774700,339806.84533457,339871.53604294,339220.32000000,339517.24434305,0.10849517
1724774760,339510.10156311,339861.82103590,339220.31000000,339520.33000000,0.09999904
1724774820,339918.60883572,340208.65999996,339707.33000000,340107.11051838,0.16506795
1724774880,340305.03911444,340349.84000000,339934.19000001,340268.03087485,0.32176350
1724774940,340216.78495381,340349.83999999,339695.01000000,339994.63648664,0.33669722
1724775000,340048.28999999,340425.91896943,340048.28999999,340425.91896943,0.13954852
1724775060,340425.51371683,340499.48000000,340423.87899744,340499.48000000,0.15578895
1724775120,340499.47999999,340674.02999999,340301.19000000,340652.28250093,0.08978575
1724775180,340721.64188104,340826.69076036,340385.79000000,340826.69076036,0.15826728
1724775240,340826.69076035,341022.51162449,340483.13000000,341022.51162449,0.32419902
1724775300,341017.18003503,341221.12209786,340596.46000000,341221.12209786,0.07735290
1724775360,340794.84000000,341386.00000000,340791.51000000,340988.36000000,0.44917613
1724775420,341361.96286551,341366.92000000,340764.96000000,341354.34000000,0.03646720
1724775480,341156.11028847,341644.51000000,341156.11028847,341361.96000001,0.41599647
1724775540,341442.91609232,341654.99999999,341361.98000000,341654.99999999,0.20471105
1724775600,341361.99000002,341654.99999999,341361.96000002,341517.32579836,0.02257117
1724775660,341493.30596900,342823.42994999,341493.30596900,341577.38916040,1.77331318
1724775720,341575.76001000,341627.63500322,341361.96000000,341579.42988069,0.28557595
1724775780,341698.01227591,341914.99000000,341658.82000003,341807.92866999,0.14387883
1724775840,341807.92867000,341887.02709843,341730.34000000,341730.34000001,0.11704588
1724775900,341793.09881049,341793.09881049,341658.82000000,341658.82000000,0.03011353
1724775960,341572.14947318,341606.06955366,341361.98000004,341412.47689915,0.11741550
1724776020,341422.51503679,341428.30627005,341361.96000001,341361.96000001,0.00627988
1724776080,341410.26305154,341696.71594748,341410.26305154,341696.71594748,0.12188720
1724776140,341645.21706706,341804.22535297,341361.96000000,341450.00000000,0.64242047
1724776200,341625.99451126,341744.23483729,341230.34000000,341744.23483729,0.33508037
1724776260,341605.57316224,341605.57316224,341383.64000000,341526.66154928,0.16593298
1724776320,341526.66154928,341655.21230444,341188.88000000,341404.71530891,0.19069503
1724776380,341404.71530891,341470.33407710,341002.34000000,341002.34000000,0.46719129
1724776440,341296.70738867,341584.75000000,340889.00000000,340932.00000000,0.14754271
1724776500,340868.30000000,341194.34044655,340702.02000000,340965.66945999,0.56457399
1724776560,341059.12893871,341182.64767083,340625.00000000,340973.55657304,0.10622102
1724776620,340973.55657304,340973.55657304,340282.00000000,340282.00000000,0.43186003
1724776680,340804.19488139,340804.19488139,340184.99000000,340184.99000000,0.05785350
1724776740,340513.78780719,340615.49289409,340184.99000000,340605.09625152,0.02089384
1724776800,340605.84083862,340605.84083863,340046.62000000,340064.19000000,0.20171963
1724776860,340431.18609638,340455.48939245,340064.19000000,340197.49716809,0.20204101
1724776920,340084.89958793,340113.04000000,339604.44000001,339773.28211505,0.04979500
1724776980,339840.57073001,339972.99693045,339637.06000001,339669.61500317,0.20698696
1724777040,339662.50009362,339758.52379536,339220.32000000,339220.32000000,0.28746595
1724777100,339692.26000407,339983.98304558,339361.18000000,339983.98304558,0.04963246
1724777160,339983.98304558,339998.40326285,339439.73000000,339439.73000000,0.08244789
1724777220,339944.61805324,339993.90052477,339543.84000001,339991.10963688,0.10037418
1724777280,340014.66999998,340151.62196384,339543.90000000,340085.96000004,0.23039881
1724777340,340193.56018552,340300.53939037,339965.83000001,339965.83000001,0.00580301
1724777400,340062.36904103,340206.00658104,339716.05000001,339904.31000003,0.09545892
1724777460,340206.00658102,340265.39215764,339872.46000000,339872.46000000,0.08475596
1724777520,340092.64877236,340092.64877236,339716.06000000,340007.54562948,0.22110513
1724777580,340007.54562948,340007.54562948,339480.00000001,339747.98931686,0.01890898
1724777640,339480.00000000,339634.86777049,339220.31000000,339553.04001213,0.04147761
1724777700,339193.62000001,339743.67999998,339000.99000000,339683.72836841,0.22708432
1724777760,339750.23718183,339792.86397496,339129.70000000,339132.78000000,0.06787099
1724777820,339522.34840590,339557.59569315,339132.78000000,339132.78000000,0.09737477
1724777880,339551.40948236,339652.59937854,339065.35000000,339601.03940420,0.08606448
1724777940,339578.98166116,339578.98166116,339497.81267280,339505.69480990,0.05396473
1724778000,339425.95021785,339607.37075860,339166.18000000,339506.49808820,0.01442476
1724778060,339508.12840231,339516.67000000,339331.64241205,339468.17969574,0.16087640
1724778120,339519.10019613,339556.01283922,339236.44990662,339236.44990662,0.05920893
1724778180,339241.30173184,339408.88604604,339010.37000000,339408.88604604,0.00219462
1724778240,339561.11279364,339812.67000000,339056.59000002,339585.75375604,0.41171627
1724778300,339699.74408176,339849.90805041,339259.94000000,339814.20304970,0.03150748
1724778360,339798.76542399,339833.36765770,339105.00000000,339105.00000000,0.55022281
